customer_id,subscription_id,plan_name,amount,status,transaction_date
CUST7914,SUB46974,Basic,29,Active,2024-11-20
CUST4807,SUB50774,Enterprise,199,Active,2023-01-24
CUST3710,SUB94686,Basic,29,Canceled,2023-01-03
CUST4610,SUB84436,Pro,79,Active,2023-01-27
CUST8152,SUB28577,Pro,79,Active,2023-04-16
CUST5694,SUB84482,Enterprise,199,Active,2025-01-22
CUST6084,SUB38727,Basic,29,Canceled,2023-12-31
CUST3552,SUB81489,Enterprise,199,Active,2023-09-20
CUST3600,SUB51378,Enterprise,199,Active,2023-03-09
CUST4871,SUB20250,Pro,79,Canceled,2023-02-16
CUST3949,SUB27274,Pro,79,Active,2024-01-16
CUST7913,SUB37810,Pro,79,Active,2024-01-05
CUST6816,SUB47512,Pro,79,Active,2024-04-10
CUST6410,SUB95520,Pro,79,Active,2024-07-24
CUST2393,SUB82072,Basic,29,Active,2023-08-29
CUST6193,SUB19992,Pro,79,Active,2025-05-17
CUST8689,SUB54391,Pro,79,Active,2025-04-06
CUST6449,SUB89250,Enterprise,199,Active,2024-03-25
CUST4259,SUB97002,Basic,29,Canceled,2023-09-01
CUST4271,SUB92428,Enterprise,199,Active,2024-11-25
CUST9626,SUB24603,Pro,79,Canceled,2023-09-09
CUST4373,SUB89962,Enterprise,199,Canceled,2023-08-12
CUST6465,SUB67387,Basic,29,Canceled,2023-05-20
CUST8790,SUB35517,Pro,79,Canceled,2023-10-07
CUST5078,SUB79323,Enterprise,199,Active,2024-03-05
CUST3808,SUB79547,Basic,29,Canceled,2023-01-20
CUST3254,SUB86195,Enterprise,199,Active,2023-09-05
CUST5456,SUB34615,Pro,79,Active,2024-06-26
CUST5360,SUB55676,Basic,29,Active,2023-10-28
CUST4285,SUB46124,Pro,79,Active,2023-10-03
CUST3423,SUB67015,Basic,29,Active,2024-07-13
CUST3093,SUB48732,Enterprise,199,Active,2025-01-31
CUST4741,SUB19810,Enterprise,199,Active,2024-09-03
CUST5165,SUB60230,Pro,79,Active,2023-03-14
CUST6572,SUB37812,Basic,29,Active,2023-06-20
CUST1096,SUB38645,Enterprise,199,Active,2023-02-05
CUST7792,SUB22307,Enterprise,199,Active,2023-04-13
CUST7768,SUB70427,Enterprise,199,Active,2023-01-21
CUST8525,SUB70517,Pro,79,Active,2024-06-16
CUST9172,SUB86754,Basic,29,Active,2023-05-13
CUST9304,SUB84455,Basic,29,Active,2024-11-12
CUST8182,SUB74995,Basic,29,Active,2025-02-25
CUST7753,SUB87844,Enterprise,199,Active,2024-05-23
CUST9270,SUB59264,Basic,29,Active,2024-05-06
CUST5220,SUB74995,Enterprise,199,Active,2023-07-29
CUST8571,SUB34926,Pro,79,Active,2023-10-02
CUST1217,SUB78792,Basic,29,Active,2025-05-10
CUST8114,SUB84833,Pro,79,Active,2025-02-23
CUST2124,SUB26646,Pro,79,Active,2024-06-14
CUST1011,SUB10781,Pro,79,Active,2023-07-27
CUST5637,SUB15884,Basic,29,Active,2024-03-11
CUST6193,SUB61980,Basic,29,Active,2024-06-27
CUST9925,SUB78478,Pro,79,Active,2023-10-09
CUST8353,SUB23189,Basic,29,Active,2023-09-21
CUST4044,SUB76704,Enterprise,199,Active,2023-07-03
CUST1385,SUB77923,Pro,79,Active,2024-05-28
CUST4588,SUB52370,Enterprise,199,Active,2025-01-17
CUST4596,SUB65016,Basic,29,Active,2023-11-27
CUST3071,SUB48732,Pro,79,Canceled,2024-02-19
CUST8930,SUB62039,Basic,29,Active,2023-08-16
CUST9657,SUB65155,Pro,79,Active,2023-02-07
CUST9089,SUB69359,Enterprise,199,Active,2023-10-24
CUST3065,SUB79739,Pro,79,Canceled,2024-08-14
CUST4621,SUB48229,Basic,29,Active,2023-04-22
CUST2525,SUB44633,Pro,79,Active,2023-11-21
CUST1870,SUB81394,Basic,29,Active,2023-10-22
CUST3998,SUB29118,Basic,29,Active,2025-02-20
CUST3866,SUB63984,Pro,79,Active,2025-03-31
CUST3873,SUB49956,Pro,79,Active,2023-08-19
CUST9882,SUB52230,Enterprise,199,Active,2024-07-05
CUST3231,SUB49968,Pro,79,Active,2023-09-16
CUST3556,SUB72353,Enterprise,199,Active,2024-03-01
CUST5227,SUB21786,Enterprise,199,Active,2024-04-19
CUST1731,SUB50960,Enterprise,199,Canceled,2024-12-24
CUST3622,SUB93162,Pro,79,Active,2024-10-07
CUST9397,SUB70313,Basic,29,Active,2024-03-14
CUST1536,SUB94888,Pro,79,Active,2023-11-09
CUST5048,SUB41803,Basic,29,Canceled,2024-02-05
CUST8224,SUB64112,Pro,79,Active,2024-04-03
CUST3294,SUB55386,Basic,29,Active,2025-04-19
CUST3884,SUB65079,Pro,79,Active,2023-04-03
CUST2945,SUB68789,Enterprise,199,Active,2024-03-12
CUST2989,SUB50439,Enterprise,199,Canceled,2025-06-08
CUST3711,SUB38893,Pro,79,Active,2023-01-15
CUST3761,SUB21626,Basic,29,Active,2024-11-27
CUST2936,SUB48974,Enterprise,199,Active,2024-11-24
CUST4301,SUB95403,Pro,79,Active,2025-04-21
CUST9672,SUB69382,Enterprise,199,Active,2025-03-19
CUST5418,SUB28331,Pro,79,Canceled,2023-09-19
CUST2628,SUB65712,Pro,79,Active,2023-09-07
CUST6577,SUB99067,Basic,29,Active,2024-10-13
CUST7264,SUB23736,Basic,29,Active,2024-02-24
CUST5252,SUB41185,Basic,29,Active,2023-10-15
CUST1681,SUB96819,Pro,79,Active,2023-06-18
CUST3214,SUB55116,Enterprise,199,Active,2025-03-11
CUST9927,SUB19424,Basic,29,Canceled,2024-05-24
CUST2388,SUB58942,Pro,79,Active,2025-06-10
CUST5104,SUB28101,Basic,29,Active,2023-09-04
CUST6544,SUB80091,Basic,29,Active,2024-12-27
CUST6309,SUB57837,Enterprise,199,Active,2024-02-27
CUST1901,SUB67120,Pro,79,Active,2024-10-29
CUST1686,SUB82597,Basic,29,Active,2024-10-10
CUST1925,SUB19022,Basic,29,Active,2023-09-23
CUST4987,SUB13596,Enterprise,199,Active,2023-07-19
CUST8553,SUB37127,Enterprise,199,Active,2024-09-15
CUST5282,SUB98092,Basic,29,Active,2023-04-29
CUST3011,SUB46578,Pro,79,Active,2023-07-01
CUST2849,SUB20666,Pro,79,Active,2023-03-14
CUST6041,SUB64973,Basic,29,Active,2024-05-11
CUST6452,SUB14991,Basic,29,Active,2023-07-01
CUST8799,SUB67527,Enterprise,199,Active,2024-10-26
CUST8443,SUB99898,Enterprise,199,Canceled,2025-03-11
CUST2177,SUB21018,Pro,79,Active,2024-11-05
CUST2254,SUB40077,Pro,79,Active,2024-11-05
CUST4595,SUB38081,Enterprise,199,Active,2024-05-29
CUST2315,SUB51445,Pro,79,Active,2024-09-09
CUST1721,SUB80038,Basic,29,Active,2023-03-01
CUST9150,SUB58596,Enterprise,199,Active,2023-03-15
CUST8091,SUB30215,Pro,79,Active,2024-03-30
CUST4904,SUB94538,Enterprise,199,Active,2023-09-25
CUST9632,SUB43228,Enterprise,199,Canceled,2023-11-24
CUST4046,SUB92971,Basic,29,Active,2025-04-04
CUST8573,SUB88503,Basic,29,Active,2024-01-10
CUST6586,SUB27730,Enterprise,199,Active,2023-01-15
CUST8132,SUB55018,Pro,79,Active,2024-08-16
CUST8144,SUB66607,Enterprise,199,Active,2023-09-19
CUST3185,SUB55950,Pro,79,Active,2023-05-31
CUST5324,SUB90878,Pro,79,Active,2025-05-02
CUST2866,SUB27824,Pro,79,Active,2023-09-15
CUST6998,SUB72909,Pro,79,Active,2025-02-28
CUST4804,SUB55055,Pro,79,Active,2024-11-04
CUST5050,SUB84044,Enterprise,199,Canceled,2025-03-28
CUST1623,SUB44797,Pro,79,Canceled,2024-07-10
CUST5759,SUB54063,Basic,29,Active,2024-04-16
CUST7612,SUB88758,Enterprise,199,Canceled,2023-05-14
CUST2374,SUB95864,Enterprise,199,Active,2024-02-01
CUST3961,SUB15058,Pro,79,Active,2023-08-15
CUST8065,SUB91450,Pro,79,Active,2023-07-11
CUST1472,SUB38934,Pro,79,Canceled,2025-04-17
CUST3152,SUB20943,Enterprise,199,Active,2024-12-03
CUST7233,SUB30012,Pro,79,Active,2025-04-23
CUST8289,SUB44655,Pro,79,Active,2024-03-25
CUST4964,SUB94904,Enterprise,199,Canceled,2023-03-04
CUST6510,SUB98931,Pro,79,Active,2024-06-26
CUST7075,SUB72735,Basic,29,Active,2023-02-14
CUST4437,SUB95890,Basic,29,Active,2023-07-17
CUST5097,SUB17745,Enterprise,199,Canceled,2024-10-26
CUST1219,SUB60017,Pro,79,Active,2025-02-28
CUST1914,SUB99901,Pro,79,Canceled,2025-04-10
CUST6582,SUB43488,Basic,29,Active,2025-03-29
CUST7472,SUB52950,Basic,29,Active,2024-11-24
CUST7679,SUB11091,Basic,29,Active,2023-06-10
CUST4161,SUB58465,Basic,29,Active,2024-02-21
CUST2444,SUB26414,Pro,79,Active,2023-10-22
CUST6352,SUB44392,Pro,79,Active,2023-05-22
CUST7224,SUB46044,Enterprise,199,Canceled,2024-03-09
CUST6411,SUB52766,Basic,29,Active,2023-05-24
CUST8661,SUB97229,Pro,79,Canceled,2024-05-26
CUST6700,SUB26102,Pro,79,Active,2025-06-06
CUST6468,SUB44778,Basic,29,Active,2023-07-22
CUST1309,SUB79196,Basic,29,Active,2024-06-04
CUST9777,SUB74262,Basic,29,Active,2024-12-02
CUST5738,SUB13487,Pro,79,Active,2024-11-01
CUST1590,SUB46481,Pro,79,Active,2025-01-04
CUST1088,SUB34538,Pro,79,Canceled,2023-11-09
CUST4360,SUB28612,Basic,29,Active,2024-03-23
CUST9395,SUB97251,Basic,29,Active,2023-03-24
CUST8849,SUB79565,Enterprise,199,Active,2023-06-17
CUST6605,SUB83200,Basic,29,Active,2024-12-01
CUST3672,SUB34110,Pro,79,Active,2025-01-24
CUST9664,SUB68042,Basic,29,Active,2024-08-21
CUST3459,SUB42482,Basic,29,Active,2024-04-26
CUST1912,SUB34855,Enterprise,199,Active,2024-10-22
CUST2205,SUB86629,Basic,29,Canceled,2023-07-31
CUST7696,SUB90123,Enterprise,199,Active,2023-11-20
CUST5042,SUB58304,Enterprise,199,Active,2024-11-11
CUST4473,SUB42608,Enterprise,199,Active,2025-04-19
CUST3604,SUB34385,Enterprise,199,Active,2025-03-06
CUST7356,SUB86740,Basic,29,Active,2024-06-08
CUST5384,SUB69361,Enterprise,199,Canceled,2023-05-19
CUST5418,SUB65861,Basic,29,Canceled,2025-03-10
CUST3166,SUB76160,Pro,79,Canceled,2025-03-27
CUST3994,SUB80071,Pro,79,Active,2025-03-22
CUST4158,SUB25038,Enterprise,199,Active,2025-01-15
CUST6699,SUB87846,Pro,79,Active,2025-06-11
CUST7456,SUB72092,Enterprise,199,Canceled,2024-09-13
CUST6890,SUB84201,Basic,29,Canceled,2025-03-21
CUST4523,SUB82039,Enterprise,199,Canceled,2023-04-21
CUST3491,SUB16269,Enterprise,199,Active,2024-12-17
CUST6859,SUB68284,Pro,79,Active,2023-09-25
CUST1755,SUB82599,Pro,79,Active,2025-01-11
CUST9402,SUB54229,Pro,79,Canceled,2024-09-03
CUST1469,SUB20978,Enterprise,199,Active,2025-03-10
CUST4878,SUB64040,Basic,29,Active,2023-03-18
CUST6911,SUB98648,Pro,79,Active,2024-09-30
CUST1133,SUB66381,Basic,29,Active,2025-05-04
CUST3635,SUB28380,Enterprise,199,Active,2025-04-20
CUST7416,SUB14644,Pro,79,Active,2023-12-30
CUST8686,SUB22295,Basic,29,Active,2023-09-28
CUST4320,SUB74320,Pro,79,Active,2025-02-05
CUST2310,SUB23427,Pro,79,Active,2024-04-15
CUST2151,SUB46352,Pro,79,Active,2023-08-13
